pc1,pc2,species
-1.405913,-0.033836,versicolor
0.759240,-1.255338,versicolor
-0.781508,-0.448257,versicolor
-1.431794,-0.672331,versicolor
-0.037741,-0.626444,versicolor
-0.610470,-0.529246,versicolor
-0.735363,-0.546463,versicolor
-0.550320,-0.633411,versicolor
-1.131841,-0.115908,versicolor
-1.547174,-0.803322,versicolor
-1.184351,0.245595,versicolor
-1.240210,0.436643,versicolor
-0.310077,-0.092225,versicolor
-0.305188,0.110521,versicolor
0.647457,-0.655993,versicolor
-0.269608,-0.310051,versicolor
-0.235606,-0.622057,versicolor
-0.927632,0.368569,versicolor
-0.666902,0.447883,versicolor
-0.640419,0.035636,versicolor
0.304997,-0.063655,versicolor
-0.014845,-0.445215,versicolor
0.555242,-0.897932,versicolor
0.544103,-0.944993,versicolor
-0.042403,-0.802402,versicolor
-1.056690,0.351362,versicolor
-0.099323,-0.532115,versicolor
-0.272754,-0.221196,versicolor
-0.712710,-0.021134,versicolor
-1.001627,-0.097999,versicolor
-1.194192,0.205384,versicolor
-0.341612,-0.204425,versicolor
0.337756,-0.771789,versicolor
-0.214255,-0.407739,versicolor
-0.664817,0.055806,versicolor
-0.659560,-0.403591,versicolor
-0.897848,-0.317007,versicolor
-0.989988,-0.034733,versicolor
0.276517,-1.007183,versicolor
-0.404872,-0.518953,versicolor
-0.208318,-0.003174,versicolor
-0.416846,-0.415894,versicolor
-1.177355,-0.172291,versicolor
1.014479,-0.508625,versicolor
0.843657,-1.164784,versicolor
-0.852236,-0.088548,versicolor
-0.600318,-0.484677,versicolor
0.205307,-0.773716,versicolor
0.774716,-1.261754,versicolor
-1.331536,0.389657,versicolor
-1.141007,-0.702182,versicolor
-1.463609,-0.017195,versicolor
-0.633401,-0.455008,versicolor
-0.950938,-0.473520,versicolor
-1.161558,-0.638653,versicolor
-0.275100,-0.221971,versicolor
-1.171648,-0.125116,versicolor
-0.375278,-0.835980,versicolor
-1.232049,0.104176,versicolor
-0.897092,-0.481753,versicolor
0.457102,-0.759666,versicolor
-0.101624,-0.042072,versicolor
-0.723634,-0.371116,versicolor
-1.082319,0.749411,versicolor
-0.763077,-0.625891,versicolor
-1.815775,-0.001365,versicolor
-1.462942,0.077584,versicolor
-0.062770,-0.597743,versicolor
-0.752568,-0.393851,versicolor
-0.246912,-0.401743,versicolor
-1.489702,0.339461,versicolor
-0.241089,-0.741559,versicolor
-1.219747,-0.062441,versicolor
0.330970,-1.222713,versicolor
0.955840,-0.713450,versicolor
-1.305953,-0.270813,versicolor
0.034519,-0.459076,versicolor
-0.224193,-0.142579,versicolor
-0.943878,0.263763,versicolor
-0.443229,-0.628452,versicolor
-1.020943,0.266268,versicolor
-0.073208,-0.702742,versicolor
-1.305919,0.474439,versicolor
-0.147425,-0.563731,versicolor
-0.959080,0.023376,versicolor
-0.442780,-0.326926,versicolor
-0.313967,-0.208728,versicolor
-0.463944,-0.090437,versicolor
-0.224399,-0.531392,versicolor
0.568497,-1.240817,versicolor
-2.495618,-0.151051,virginica
-1.385313,-0.638715,virginica
-2.577338,0.306988,virginica
-1.909500,-0.270616,virginica
-2.322088,-0.103617,virginica
-3.365262,0.527065,virginica
-0.455910,-1.255859,virginica
-2.888626,0.270845,virginica
-2.326449,-0.259853,virginica
-2.894810,0.715325,virginica
-1.638485,0.161983,virginica
-1.753943,-0.251302,virginica
-2.127079,0.126692,virginica
-1.308335,-0.851227,virginica
-1.543992,-0.654520,virginica
-1.869947,-0.005882,virginica
-1.905192,-0.054608,virginica
-3.421009,1.106567,virginica
-3.770681,0.245187,virginica
-1.261312,-0.764774,virginica
-2.367953,0.312617,virginica
-1.159502,-0.658072,virginica
-3.446033,0.479441,virginica
-1.385106,-0.249902,virginica
-2.269901,0.238810,virginica
-2.546203,0.522265,virginica
-1.202081,-0.239445,virginica
-1.265328,-0.211345,virginica
-2.042917,-0.307647,virginica
-2.345038,0.439526,virginica
-2.789721,0.350516,virginica
-3.174926,1.318303,virginica
-2.122215,-0.258679,virginica
-1.443978,-0.216153,virginica
-1.734524,-0.576561,virginica
-3.053796,0.690229,virginica
-2.116738,0.037049,virginica
-1.859563,-0.061742,virginica
-1.167344,-0.267010,virginica
-2.060283,0.285154,virginica
-2.251637,0.144247,virginica
-1.884323,0.326702,virginica
-1.330398,-0.648358,virginica
-2.499497,0.188587,virginica
-2.382615,0.241762,virginica
-1.891053,0.127748,virginica
-1.457858,-0.417483,virginica
-1.722568,-0.001794,virginica
-1.864925,0.007632,virginica
-1.345850,-0.363595,virginica
-0.986399,0.154274,virginica
-1.699010,-0.578877,virginica
-2.958908,0.109559,virginica
-1.172673,-0.183793,virginica
-1.280441,0.063130,virginica
-2.210027,0.054117,virginica
-0.791106,-1.319752,virginica
-1.940691,0.114038,virginica
-2.684749,-0.015353,virginica
-2.061863,0.340671,virginica
-1.342149,-0.073519,virginica
-1.941494,0.206517,virginica
-2.253560,0.693106,virginica
-2.123260,0.492584,virginica
-1.272497,-0.681031,virginica
-1.481814,-0.176374,virginica
-1.515748,-0.582322,virginica
-1.613211,0.055973,virginica
-2.451134,-0.172278,virginica
-2.249244,0.503466,virginica
-1.206527,-0.495717,virginica
-1.794275,0.196940,virginica
-2.833212,0.254931,virginica
-2.237671,0.004588,virginica
-1.267739,-0.128192,virginica
-1.594668,-0.480478,virginica
-1.859803,-0.313516,virginica
-1.503949,-0.410406,virginica
-1.809516,-0.251812,virginica
-1.518997,-0.179639,virginica
-1.023672,-0.465908,virginica
-4.036639,0.584182,virginica
-2.511783,0.196944,virginica
-1.241999,-0.376164,virginica
-3.181963,0.336787,virginica
-2.507428,-0.238275,virginica
-1.684632,-0.381058,virginica
-1.727663,0.006560,virginica
-2.236909,-0.466764,virginica
-1.353064,-0.826151,virginica
-2.655645,0.561411,virginica
-1.923165,-0.044574,virginica
-1.717571,-0.273424,virginica
-3.933085,0.435437,virginica
-2.097786,0.446777,virginica
-1.644724,-0.049586,virginica
-1.903997,0.125952,virginica
-2.223136,-0.265414,virginica
-2.077481,0.284016,virginica
-2.821096,0.673621,virginica
-2.912770,0.231672,virginica
-1.537174,-0.605453,virginica
-2.030202,0.403445,virginica
-1.071215,-0.745825,virginica
-2.702212,0.174911,virginica
-3.320027,-0.029638,virginica
-2.333400,-0.271686,virginica
-2.929195,0.553600,virginica
-2.307108,-0.025150,virginica
-3.246528,1.015029,virginica
-1.138985,0.141692,virginica
-1.376099,-0.219334,virginica
-2.694460,0.601952,virginica
-3.224858,0.605691,virginica
-2.690367,0.144630,virginica
-3.014284,0.603388,virginica
-2.516641,0.258057,virginica
-2.818050,0.621281,virginica
-2.149910,0.405642,virginica
-1.413607,-0.328542,virginica
-2.653938,0.219630,virginica
-1.258178,-0.326612,virginica
-1.115094,0.168814,virginica
-0.588104,-1.356399,virginica
-2.443094,-0.298423,virginica
-2.530268,0.456061,virginica
-2.331610,0.105010,virginica
-2.315147,-0.330383,virginica
-3.359206,0.117300,virginica
-2.128372,0.198455,virginica
-2.612659,0.087054,virginica
-1.980677,-0.017367,virginica
-1.733888,-0.336737,virginica
-1.437992,-0.419597,virginica
-1.285506,-0.308756,virginica
-3.594122,0.504471,virginica
-1.954628,-0.313845,virginica
-1.262793,-0.550703,virginica
-1.765930,-0.501635,virginica
-1.088739,-0.142148,virginica
-3.039181,0.647572,virginica
-3.351128,0.797459,virginica
-1.824165,0.451248,virginica
-2.846515,0.415579,virginica
-3.303688,0.819616,virginica
-2.875731,0.472864,virginica
-2.243126,-0.340214,virginica
-2.695545,0.218631,virginica
-3.254337,0.720030,virginica
-1.759359,-0.247712,virginica
-2.038787,0.230371,virginica
-2.507871,0.387864,virginica
-1.943548,-0.310166,virginica
-1.661446,-0.122622,virginica
-2.363950,0.027418,virginica
-3.483946,1.247806,virginica
-3.538296,0.337734,virginica
-1.639869,0.018584,virginica
-1.500333,0.211869,virginica
-2.472360,0.256901,virginica
-1.789236,0.085524,virginica
-1.714724,-0.211493,virginica
-1.495777,-0.661096,virginica
-1.962339,-0.277791,virginica
-1.939261,-0.227230,virginica
-2.677265,0.542128,virginica
-3.959482,0.629162,virginica
-1.229656,-0.825566,virginica
-3.225733,0.861272,virginica
-1.833711,0.202140,virginica
-3.685596,1.676595,virginica
-0.952676,-0.137576,virginica
-2.527889,0.521661,virginica
-1.446829,-0.536086,virginica
-2.629846,0.262769,virginica
-2.676936,0.542381,virginica
-2.696740,0.222283,virginica
-2.215732,-0.344947,virginica
-2.439026,0.073598,virginica
-2.637257,0.467546,virginica
-1.461253,0.288838,virginica
-1.880448,-0.227961,virginica
-2.669621,-0.029537,virginica
-2.042148,-0.180747,virginica
-1.300931,-0.392594,virginica
-2.277445,0.532827,virginica
-1.619075,-0.511604,virginica
-3.280158,0.586684,virginica
-2.704561,0.092673,virginica
-3.337473,1.646489,virginica
-1.985298,0.147395,virginica
-1.844720,-0.095023,virginica
-2.376879,0.101699,virginica
-3.388527,0.949083,virginica
-2.356333,0.244785,virginica
-1.029786,-0.338594,virginica
-1.474545,-0.112835,virginica
-2.027396,0.384559,virginica
-2.258546,-0.125922,virginica
-1.881069,0.383886,virginica
-2.841635,0.400469,virginica
-1.360563,-0.074555,virginica
-1.610267,0.497967,virginica
-2.659337,0.580560,virginica
-2.834337,0.316990,virginica
-1.719075,0.251357,virginica
-2.998670,0.159790,virginica
-2.126303,-0.349097,virginica
-2.993860,0.776348,virginica
-2.513075,-0.419484,virginica
-3.209545,1.445276,virginica
-2.033564,-0.328297,virginica
-2.758321,0.101043,virginica
-1.764964,-0.486248,virginica
-1.987239,-0.001335,virginica
-2.099206,0.403139,virginica
-2.080471,-0.027264,virginica
-1.601650,-0.202324,virginica
-1.939036,-0.273900,virginica
-1.597300,-0.710217,virginica
-2.207002,-0.261677,virginica
-2.126976,-0.164570,virginica
-1.919748,0.031339,virginica
-2.328965,0.290094,virginica
-3.700246,1.071835,virginica
-1.752364,-0.442023,virginica
-2.693574,0.485161,virginica
-3.160071,0.565788,virginica
-1.372137,-0.255079,virginica
-1.389739,-0.538432,virginica
-2.751553,0.471851,virginica
-1.920172,0.012983,virginica
-1.693498,-0.097682,virginica
-2.493404,0.348724,virginica
-2.535545,0.125551,virginica
-2.316393,-0.027465,virginica
-1.548044,-0.384906,virginica
-2.265424,0.176588,virginica
-2.568847,0.508026,virginica
-1.889074,-0.228913,virginica
-3.497767,0.747524,virginica
-1.247891,0.079721,virginica
-1.875366,0.531837,virginica
-0.583264,-0.717210,virginica
-1.563637,-0.306183,virginica
-2.598321,0.612700,virginica
-1.727403,-0.100602,virginica
-2.600927,0.204604,virginica
-2.664346,0.152940,virginica
-1.491041,-0.517769,virginica
-3.260968,0.797181,virginica
-1.936923,0.278067,virginica
-3.249827,0.310114,virginica
-1.265291,-0.106060,virginica
-2.357416,0.260370,virginica
-2.899956,0.085613,virginica
-2.579447,0.117837,virginica
-1.953555,-0.147597,virginica
-1.502662,0.160739,virginica
-2.470547,0.883346,virginica
-2.727677,0.479818,virginica
-2.420391,0.247407,virginica
-2.026965,0.326680,virginica
-1.792527,0.040699,virginica
-1.809074,-0.407304,virginica
-2.536226,0.388047,virginica
-1.724958,0.388997,virginica
-1.563298,-0.524276,virginica
-1.838340,-0.131268,virginica
-1.739055,-0.001570,virginica
-1.848310,0.034530,virginica
-1.618257,0.273864,virginica
-2.660032,0.381759,virginica
-1.454349,-0.138288,virginica
-3.040711,0.707821,virginica
-1.881311,0.358445,virginica
-1.478575,-0.038354,virginica
-1.640791,-0.167735,virginica
-2.359742,-0.459234,virginica
-1.111743,-0.936007,virginica
-2.117924,-0.058976,virginica
-1.779909,-0.266430,virginica
-2.266141,-0.005261,virginica
-3.280490,0.320756,virginica
-2.505089,-0.061275,virginica
-1.978779,0.058311,virginica
-2.116025,0.091277,virginica
-2.913138,0.732078,virginica
-2.375802,0.554457,virginica
-1.795190,0.180344,virginica
-0.372684,-0.846729,virginica
-1.565281,-0.301085,virginica
-1.712094,0.514220,virginica
-2.602754,0.260789,virginica
-3.176172,0.515264,virginica
-1.280061,0.124011,virginica
-1.655235,0.019280,virginica
-1.002468,-0.369592,virginica
-2.619646,-0.297731,virginica
-1.700229,-1.060259,virginica
-1.290208,-0.799777,virginica
-3.283443,0.909648,virginica
-2.105504,-0.059524,virginica
-1.488189,0.084634,virginica
-2.755171,0.055498,virginica
-2.867103,0.465026,virginica
-2.563850,0.051067,virginica
-1.355420,-1.114532,virginica
-1.299049,-0.787075,virginica
-2.961201,0.364721,virginica
-2.487863,0.324122,virginica
-2.455746,0.446652,virginica
-2.391372,0.487822,virginica
-0.909716,-0.614081,virginica
-2.346659,0.536693,virginica
-2.732262,0.489012,virginica
-1.794974,0.177454,virginica
-2.200181,0.033680,virginica
-1.294938,0.007038,virginica
-2.679377,0.249039,virginica
-1.534684,0.044692,virginica
-2.837864,0.663522,virginica
-3.852588,0.655381,virginica
-2.575286,0.572465,virginica
-1.400391,-0.661043,virginica
-3.834455,0.333565,virginica
-3.128361,1.500964,virginica
-1.930225,-0.091783,virginica
-2.089003,-0.063069,virginica
-2.003262,0.275385,virginica
-1.523262,-0.681282,virginica
-2.437737,0.539928,virginica
-2.251017,0.200089,virginica
-2.961562,0.580997,virginica
-2.166156,-0.305017,virginica
-1.097907,-0.909785,virginica
-2.192999,-0.028474,virginica
-1.393541,-0.573334,virginica
-1.649990,-0.057185,virginica
-1.219528,0.022930,virginica
-1.626411,-0.359960,virginica
-1.898650,-0.259518,virginica
-2.688831,0.160145,virginica
-1.799984,-0.150266,virginica
-3.401888,0.373426,virginica
-0.971140,-1.174634,virginica
-2.049200,-0.425708,virginica
-2.052270,0.038451,virginica
-1.930905,0.065989,virginica
-1.200933,0.081567,virginica
-1.608754,-0.291319,virginica
-1.583576,0.425616,virginica
-2.628877,-0.109822,virginica
-3.110074,0.158267,virginica
-1.861097,-0.141853,virginica
-1.530614,-0.887160,virginica
-1.696466,-0.189603,virginica
-2.215756,0.033632,virginica
-1.811528,0.089890,virginica
-1.513623,-0.405282,virginica
-1.569149,-0.451167,virginica
-1.220171,-0.477728,virginica
-2.509221,0.425200,virginica
-2.022186,-0.600960,virginica
-1.436205,-0.591046,virginica
-1.585475,-0.050084,virginica
-2.457035,-0.119579,virginica
-3.012199,0.060521,virginica
-3.354020,0.720949,virginica
-1.026718,-0.632227,virginica
-2.802369,0.260556,virginica
-1.210837,0.160679,virginica
-3.556769,1.442342,virginica
-2.866010,0.641972,virginica
-3.037243,0.720871,virginica
-1.897422,0.199703,virginica
-3.025937,0.448458,virginica
-2.186391,-0.410414,virginica
-1.538477,0.279744,virginica
-2.844442,0.788804,virginica
-2.094499,-0.192864,virginica
-2.415779,0.299783,virginica
-2.428995,0.448071,virginica
-3.329227,1.363167,virginica
-2.363447,0.445619,virginica
-2.451334,0.373372,virginica
-2.039528,0.095623,virginica
-3.462620,0.909403,virginica
-2.214906,-0.479702,virginica
-1.462788,-0.157964,virginica
-1.495415,-0.085242,virginica
-2.179723,0.172589,virginica
-1.440218,0.079059,virginica
-3.479401,0.939045,virginica
-2.875379,0.338522,virginica
-1.405548,-0.777351,virginica
-1.751335,-0.030268,virginica
-3.431386,0.862619,virginica
-3.063216,0.656421,virginica
-2.912612,0.858863,virginica
-2.565100,0.146965,virginica
-3.037326,0.404149,virginica
-1.613923,0.344754,virginica
-1.726739,0.382246,virginica
-2.846769,0.324040,virginica
-2.118299,-0.005940,virginica
-2.264280,0.347593,virginica
-2.142384,0.352132,virginica
-1.591741,-0.123424,virginica
-2.291386,0.391048,virginica
-2.229812,-0.606479,virginica
-1.315070,-0.310223,virginica
-2.294391,0.111595,virginica
-1.452544,-0.061086,virginica
-1.225359,-0.450199,virginica
-2.180802,0.043305,virginica
-2.197060,0.208612,virginica
-1.247105,0.122935,virginica
-2.526247,-0.147070,virginica
-2.626790,0.464797,virginica
-2.214016,0.351674,virginica
-1.788087,-0.091412,virginica
-3.184019,0.866983,virginica
-2.990061,0.285672,virginica
-2.132277,0.483320,virginica
-1.566915,-0.524071,virginica
-1.819684,-0.558736,virginica
-2.041782,-0.088038,virginica
-1.686122,0.538451,virginica
-3.773200,0.213658,virginica
-1.496478,-0.149303,virginica
-2.051980,0.166641,virginica
-2.849274,0.727274,virginica
-1.829108,-0.653505,virginica
-3.016937,0.453295,virginica
-2.215855,-0.202345,virginica
-1.608525,-0.041833,virginica
-3.769918,0.745354,virginica
-2.715289,0.005634,virginica
-2.302114,0.057959,virginica
-1.171934,-1.031418,virginica
-1.306135,-0.514600,virginica
-1.869739,0.126118,virginica
-2.106687,0.341614,virginica
-2.070398,0.091815,virginica
-1.212072,-0.593822,virginica
-1.953912,0.204215,virginica
-2.434767,0.343680,virginica
-1.067165,-0.492074,virginica
-2.950206,0.262424,virginica
-3.635528,0.711798,virginica
-2.665197,0.175910,virginica
-1.889541,-0.571285,virginica
-1.505459,-0.594539,virginica
-2.671930,-0.183906,virginica
-3.623775,0.762621,virginica
-3.176468,1.266294,virginica
-2.621823,-0.256020,virginica
-2.329059,0.038770,virginica
-3.605493,0.450026,virginica
-3.060440,0.334590,virginica
-1.743654,0.039452,virginica
-1.187877,-0.470429,virginica
-1.672518,-0.592762,virginica
-1.027615,-0.814756,virginica
-2.764276,0.671336,virginica
-2.855638,0.464116,virginica
-1.713353,0.194104,virginica
-1.475985,-0.417860,virginica
-2.646887,0.248781,virginica
-1.645420,-0.226769,virginica
-2.088123,0.477519,virginica
-2.106760,0.291998,virginica
-2.399156,-0.598275,virginica
-1.664258,-0.543193,virginica
-2.238003,-0.066273,virginica
-2.638633,0.571626,virginica
-1.176698,-0.241536,virginica
-1.955492,0.410614,virginica
-2.922544,0.098745,virginica
-2.505186,0.187082,virginica
-2.867631,0.805709,virginica
-2.118990,-0.137840,virginica
-2.321372,0.290951,virginica
-3.251799,0.451280,virginica
-2.264515,0.145927,virginica
-3.210898,0.434453,virginica
-2.251735,0.162233,virginica
-1.468917,-0.321420,virginica
-1.782885,-0.094962,virginica
-1.749541,-0.572919,virginica
-2.010483,-0.201097,virginica
-2.620714,0.338987,virginica
-1.295469,-0.418993,virginica
-1.692484,-0.479468,virginica
-3.128824,0.647031,virginica
-1.166417,-0.112832,virginica
-2.210856,0.667194,virginica
-1.777862,-0.119602,virginica
-2.602841,0.119417,virginica
